,text,original,generated
1939,"One by one
",0,0
1940,"We’ve been trying to reach you, Thom
",0,0
1941,"Im gonna shake a tree
",0,0
1942,"Just as they play your favourite song
",0,0
1943,"Cause Im your superhero
",0,0
1944,"Why is it everyone who does drugs thinks they know
",0,0
1945,"Pieces of a ragdoll mankind
",0,0
1946,"At the tip I lost your number
",0,0
1947,"She tastes like the real thing
",0,0
1948,"The fathers to the children, the fathers to the children
",0,0
1949,"Ive had so many best friends in my time
",0,0
1950,"Sweet tooth for white boys 
",0,0
1951,"They brought in the CIA
",0,0
1952,"From voltage spikes
",0,0
1953,"And the dream that you dare to, oh why, oh why cant I?
",0,0
1954,"All my past and futurеs
",0,0
1955,"All the right moves and
",0,0
1956,"But I dont have time for him
",0,0
1957,"But I’m telling you this for your own good
",0,0
1958,"Put him on the ground
",0,0
1959,"And I dont see no confusion anywhere
",0,0
1960,"In the oh-so-smug glassy eyed light of day
",0,0
1961,"Anything you want, it can be done
",0,0
1962,"Living in a glass house
",0,0
1963,"Everyone is so near
",0,0
1964,"The horrible evil little world
",0,0
1965,"Theres nothing more dull
",0,0
1966,"No one in
",0,0
1967,"The drying of your tears
",0,0
1968,"Hooked back up to my cathode ray
",0,0
1969,"Somehow
",0,0
1970,"He asked of the hanging man
",0,0
1971,"Than talking, talking about yourself
",0,0
1972,"I am up in the clouds
",0,0
1973,"Life in your bed can be out of this world
",0,0
1974,"Im daring you to turn yourself, out
",0,0
1975,"I donate to the campus and my names on the arenas
",0,0
1976,"Youre the Genie of my lamp
",0,0
1977,"There was, there was, there was
",0,0
1978,"Hysterical and useless
",0,0
1979,"I never cared before
",0,0
1980,"Scatterbrain
",0,0
1981,"An empowered and informed member of society 
",0,0
1982,"Ive been thinking about you
",0,0
1983,"That the minuscule amounts of energy found in a fraction
",0,0
1984,"Sleeping well 
",0,0
1985,"Dead from the neck up
",0,0
1986,"Im taking you down, when I go down
",0,0
1987,"I am the years, ever... poording
",0,0
1988,"Im no idiot, I should look
",0,0
1989,"But Im still no one
",0,0
1990,"I know I 
",0,0
1991,"Angel calls you
",0,0
1992,"Rise and shine
",0,0
1993,"Ive heard my best friends lie about how theyre doing fine
",0,0
1994,"Everything there is to know about life already?
",0,0
1995,"I wont judge
",0,0
1996,"Birds thrown around, bullets for hail
",0,0
1997,"Nice dream 
",0,0
1998,"Another message I can’t read
",0,0
1999,"Now I wake up in the night
",0,0
2000,"Little babys eyes
",0,0
2001,"The night we kissed
",0,0
2002,"When at last, you give in
",0,0
2003,"I’m right in front of you, I’m right in front of you
",0,0
2004,"But no-ones looking anyway
",0,0
2005,"He was your final fit
",0,0
2006,"Now the dogs have had their meat
",0,0
2007,"Let us put it right
",0,0
2008,"Toilet trained and dumb
",0,0
2009,"But now
",0,0
2010,"I set you free
",0,0
2011,"You are all I need
",0,0
2012,"As your bad day disappears
",0,0
2013,"Im trying to get some rest
",0,0
2014,"Nothing touches me now
",0,0
2015,"Buying tune the sound of the mattress 
",0,0
2016,"No they wont ever take me alive
",0,0
2017,"Thisll be on my videotape, my videotape
",0,0
2018,"Did you go bad? Did you go bad?
",0,0
2019,"Come on, kids
",0,0
2020,"The smell of fear is thicker than you think
",0,0
2021,"Are you lonely?
",0,0
2022,"Of the river that sets my heart ablaze
",0,0
2023,"Theres a spacecraft blocking out the sky
",0,0
2024,"They want to buy him hooks
",0,0
2025,"Truth will mess you up 
",0,0
2026,"Im teetering on the brink of
",0,0
2027,"We ride tonight
",0,0
2028,"Its like the world is gonna end so soon
",0,0
2029,"Rows of houses all bearing down on me
",0,0
2030,"You never go out and you never stay
",0,0
2031,"Your god wake me from 
",0,0
2032,"Dew-drop dentures
",0,0
2033,"In my smile I search for you
",0,0
2034,"Just as the drinks arrive
",0,0
2035,"I will shrink and I will disappear
",0,0
2036,"Stepford wives, who are we to complain?
",0,0
2037,"The shadow of my former self
",0,0
2038,"Halfway to the sun
",0,0
2039,"Not my problem, give me some
",0,0
2040,"Turns to stone
",0,0
2041,"Et jirai pas en Enfer
",0,0
2042,"Where Im seated is scenic
",0,0
2043,"I wanna tell you but youll never listen
",0,0
2044,"Just in case I crack out
",0,0
2045,"Guaranteed for life
",0,0
2046,"Do not give us
",0,0
2047,"Letting me know, forever
",0,0
2048,"Lonely, lonely
",0,0
2049,"Off with his head, man
",0,0
2050,"Watching all the ground beneath you drop
",0,0
2051,"I promise
",0,0
2052,"So I declare a holiday
",0,0
2053,"Jirai pas à Anvers
",0,0
2054,"Our veins are thin
",0,0
2055,"If you are on the top then it is a long drop
",0,0
2056,"Baby youre the best
",0,0
2057,"Cause you know Its so rotten
",0,0
2058,"You obviously dont think so, you obviously have dup—
",0,0
2059,"So now Ill set you free
",0,0
2060,"The wind covers me cold
",0,0
2061,"Bruises bigger than dinner plates
",0,0
2062,"Im living in cloud cuckoo land
",0,0
2063,"Heard a lot about you
",0,0
2064,"Ive got a disease, an English disease
",0,0
2065,"Here it comes, here it comes
",0,0
2066,"I work, I bleed, I beg and pray
",0,0
2067,"Its a drunken punch-up at a wedding, yeah
",0,0
2068,"You had to ruin it for all concerned
",0,0
2069,"When Im not around
",0,0
2070,"Welcome to new generation 
",0,0
2071,"Ive seen my best friends cry, Ive seen my best friends die
",0,0
2072,"Its just business, cattle prods and the I.M.F
",0,0
2073,"She said shed like to, shes seen you
",0,0
2074,"Cause I cant face the evening straight
",0,0
2075,"Youre turning around in circles
",0,0
2076,"But you cant bring it to my court not even with subpoenas
",0,0
2077,"And be gone
",0,0
2078,"Everybody wants just one thing to hate, yeah
",0,0
2079,"Ive seen a most self-righteous a man fall off the wagon
",0,0
2080,"President for life
",0,0
2081,"She looks like the real thing
",0,0
2082,"Let down and hanging around
",0,0
2083,"Tells me all the ways that hes gonna mess me up
",0,0
2084,"Im no poison
",0,0
2085,"Of all these weird creatures who lock up their spirits
",0,0
2086,"Youd better reply
",0,0
2087,"You look so tired, unhappy
",0,0
2088,"I fought hard, died long
",0,0
2089,"And I wear it like a badge that you put all over my face
",0,0
2090,"All the bloody same 
",0,0
2091,"All of the rules!
",0,0
2092,"Apparition comes
",0,0
2093,"I feel better
",0,0
2094,"Your mouth moves only with someones hand up your ass
",0,0
2095,"As much as me and you
",0,0
2096,"Were talking out the world, talking out the world
",0,0
2097,"Every angered man 
",0,0
2098,"And once again, packed like frozen food and battery hens
",0,0
2099,"We are
",0,0
2100,"Come on, come on
",0,0
2101,"Blame it on the satellite
",0,0
2102,"The birds, the birds
",0,0
2103,"When the bell rang out and the air outside turned blue from fright
",0,0
2104,"That she bought from a rubber man
",0,0
2105,"But not an android
",0,0
2106,"It always ends up drivel
",0,0
2107,"But I’m a creep
",0,0
2108,"Run Manchester schools
",0,0
2109,"Couldve loved me
",0,0
2110,"I just wanna run and hide
",0,0
2111,"In a city of the future
",0,0
2112,"And what they do to you
",0,0
2113,"Send baby Jesus to radiate his light
",0,0
2114,"Youve gone off the rails
",0,0
2115,"Im hey, whoa, Im climbing up, climbing up, Im up, up
",0,0
2116,"Its such a beautiful day
",0,0
2117,"I’ll bet you think you know, but you’re so close
",0,0
2118,"I know everything about you, dear
",0,0
2119,"Chasing the moonlight
",0,0
2120,"I think I should give up the ghost
",0,0
2121,"That thin stewardess
",0,0
2122,"I think I should stop
",0,0
2123,"And white boys get washed down the drain
",0,0
2124,"Im too good, youre stuck on
",0,0
2125,"Is keeping all my secrets safe tonight
",0,0
2126,"Im pierced by long nails
",0,0
2127,"Avoid all eye contact
",0,0
2128,"Ah, blame it on
",0,0
2129,"Boo
",0,0
2130,"And I could never run away from you
",0,0
2131,"Even when the ship is wrecked
",0,0
2132,"He grabs and devours
",0,0
2133,"I fell open, I lay under
",0,0
2134,"Please dont judge, judge
",0,0
2135,"I didnt want it to stand, but sorrows in my head
",0,0
2136,"I am the old, frightened
",0,0
2137,"You want me?
",0,0
2138,"And I failed in life
",0,0
2139,"Dancing in the desert
",0,0
2140,"Im just killing time
",0,0
2141,"Im a fish now out of water
",0,0
2142,"In cars, boats and planes
",0,0
2143,"Her Hitler hairdo is making me feel ill
",0,0
2144,"Oh somewhere over the rainbow, bluebirds fly
",0,0
2145,"A walk down the staircase, a magnetic pull
",0,0
2146,"Jarrive pas à danser xiao
",0,0
2147,"Get off, get off, get off my case
",0,0
2148,"Eyes, eyes, eyes
",0,0
2149,"Bring down the government
",0,0
2150,"Union union union city man
",0,0
2151,"The people have this power
",0,0
2152,"Sprawling on a pin
",0,0
2153,"You have turned me into this
",0,0
2154,"So why cant I?
",0,0
2155,"Even when youre talking war games
",0,0
2156,"One of them clambers up the nearside bank
",0,0
2157,"I spoke too soon
",0,0
2158,"But if I do
",0,0
2159,"Aaaaaaaah
",0,0
2160,"Dust in a moment
",0,0
2161,"Fuck Mothafuckin
",0,0
2162,"No no no no no no no no no no no no no
",0,0
2163,"Splinters on the road
",0,0
2164,"I cannot keep up
",0,0
2165,"Jet powered caravans, molasses
",0,0
2166,"Youll often see my reflection
",0,0
2167,"Here Im allowed everything all of the time x2
",0,0
2168,"Damaged good, subject
",0,0
2169,"And if youre gonna laugh
",0,0
2170,"You try at working out chaotic things
",0,0
2171,"I am back to save the universe
",0,0
2172,"Standing in the shadows at the end of my bed
",0,0
2173,"Its good, drowning
",0,0
2174,"Shadows blue and red, shadows blue and red
",0,0
2175,"A little bit of knowledge will destroy you
",0,0
2176,"And he was a stupid baby who turned into a powerful freak
",0,0
2177,"I dont want
",0,0
2178,"I call up my friend, the good angel
",0,0
2179,"One gust and we will probably crumble
",0,0
2180,"Noobs are dying
",0,0
2181,"Even though I might, even though I try, I cant
",0,0
2182,"Whatever thou want’st
",0,0
2183,"She said she wanted more of that stuff
",0,0
2184,"Then youre wrong 
",0,0
2185,"Thom: Thank you!
",0,0
2186,"Help me, call the doctor, put me inside
",0,0
2187,"You really messed up
",0,0
2188,"Light another candle and
",0,0
2189,"No matter how you split
",0,0
2190,"Im hey, whoa, Im climbing up, Im climbing up, Im up, up
",0,0
2191,"Everything is delicate
",0,0
2192,"Spineless swines
",0,0
2193,"Dont know were born at all
",0,0
2194,"Youre so fucking special
",0,0
2195,"En la absurdidad
",0,0
2196,"When you fuck with me
",0,0
2197,"Im better off dead
",0,0
2198,"Kill me, Sarah
",0,0
2199,"Mistakes, mistaken
",0,0
2200,"Freedom to express
",0,0
2201,"Inject my soul with darkness
",0,0
2202,"Cut out your eyes
",0,0
2203,"Gone ... 
",0,0
2204,"Ill keep walking
",0,0
2205,"Superman evil
",0,0
2206,"In a table corner
",0,0
2207,"Lightning fuse, powercut
",0,0
2208,"I walk through walls
",0,0
2209,"Wont take my eyes off the ball again
",0,0
2210,"Yeah, I...
",0,0
2211,"Mmm, yeah
",0,0
2212,"And while the ocean blooms
",0,0
2213,"The glue wont hold
",0,0
2214,"Your mouth is moving but you don’t move
",0,0
2215,"Silence
",0,0
2216,"You killed the sound, removed backbone
",0,0
2217,"I get home from work and youre still standing
",0,0
2218,"Whos in a bunker? Whos in a bunker?
",0,0
2219,"Ill find another skin to wear
",0,0
2220,"Quiet down! 
",0,0
2221,"Taking up and break with
",0,0
2222,"By now you shouldve realized... what you gotta do
",0,0
2223,"Dancing clothes wont let me in
",0,0
2224,"And Ill miss your glow as I unsettle
",0,0
2225,"When we realise were only held in suspension
",0,0
2226,"Appear on breakfast shows
",0,0
2227,"In a bunker underground
",0,0
2228,"Ive got a problem
",0,0
2229,"That you practiced it beforehand?
",0,0
2230,"If im gonna talk
",0,0
2231,"You will be first against the wall
",0,0
2232,"Griefers coming
",0,0
2233,"That we can create, that we can create
",0,0
2234,"Its inevitable, inevitable, oh aeroplane
",0,0
2235,"I lost mysеlf, I lost myself
",0,0
2236,"The flag and pole
",0,0
2237,"El salto en tu motocicleta
",0,0
2238,"An angel at my door
",0,0
2239,"And all the things youve got
",0,0
2240,"Race, race, race
",0,0
2241,"Everyone is, everyone is broken
",0,0
2242,"You broke another mirror
",0,0
2243,"I want a perfect body 
",0,0
2244,"Oh how I wish you come to your senses
",0,0
2245,"Of self-defence, of self-defence
",0,0
2246,"Burst out of the sand
",0,0
2247,"I float down the Liffey
",0,0
2248,"Theyve seen it coming
",0,0
2249,"One, two, three, four
",0,0
2250,"You should put me in a home or you should put me down
",0,0
2251,"For your magazine, for your magazine
",0,0
2252,"And start to talk shit
",0,0
2253,"Everything is alive
",0,0
2254,"Tell me what Im doing when I wreck all of your plans
",0,0
2255,"Up on the ladder youre all the fucking same
",0,0
2256,"I wish I was special
",0,0
2257,"Think Ive been here before
",0,0
2258,"Ground to dust and ash
",0,0
2259,"If I just turn and run
",0,0
2260,"Comes like a comet
",0,0
2261,"I do not understand
",0,0
2262,"A river running dry
",0,0
2263,"I walk down the staircase
",0,0
2264,"This fragile friend isnt perfect
",0,0
2265,"Im not here
",0,0
2266,"Leadfill the hole in me
",0,0
2267,"Coming down the fast lane
",0,0
2268,"I sucked the moon
",0,0
2269,"Open up and let me in
",0,0
2270,"You can taste it but it will not form
",0,0
2271,"Youve come here just to start a fight
",0,0
2272,"And looked beyond the sky
",0,0
2273,"Good morning, Mr. Magpie
",0,0
2274,"I think Ive been here before
",0,0
2275,"On the corner of your street
",0,0
2276,"Holds me tight
",0,0
2277,"I want you to notice
",0,0
2278,"This is really mining ores
",0,0
2279,"Dont leave
",0,0
2280,"It never really mattered
",0,0
2281,"I’m standing around
",0,0
2282,"From a great height
",0,0
2283,"You sit there and bawl
",0,0
2284,"Se quedaron suspendidos
",0,0
2285,"Youll only end up in the gutter if you live your life on the curb
",0,0
2286,"You know you should, but you dont
",0,0
2287,"It wasnt me, it was my strange and creeping doubt
",0,0
2288,"A pale imitation with the edges all sawn off
",0,0
2289,"Before we all go under
",0,0
2290,"My mind keeps extra pages
",0,0
2291,"And the killer comes down the lair with 16 million greeting cards
",0,0
2292,"Steer away from these rocks
",0,0
2293,"Take a swing at me, I’ll fight till the death
",0,0
2294,"The sea would electrocute us all
",0,0
2295,"Turn around
",0,0
2296,"Concerned 
",0,0
2297,"Appliances have stopped
",0,0
2298,"Was bulletproof
",0,0
2299,"Here Im a mod
",0,0
2300,"Anyone can break us
",0,0
2301,"La la la la la
",0,0
2302,"Disappointed people clinging on to bottles
",0,0
2303,"Today is the first day of the rest of your days
",0,0
2304,"And if the world does turn, and if London burns
",0,0
2305,"No matter how it ends
",0,0
2306,"Coming up from the dust
",0,0
2307,"Karma Police, arrest this man
",0,0
2308,"This far, but no further
",0,0
2309,"I cant even recognise you
",0,0
2310,"Now youve stolen all my magic
",0,0
2311,"Waiting to happen
",0,0
2312,"I think Ill go plug in the mains
",0,0
2313,"If you come home Ill bake you a cake
",0,0
2314,"When you think youve got the world all sussed out
",0,0
2315,"Phil? Phil? Can you play the drums please?
",0,0
2316,"Amen
",0,0
2317,"We want the young blood
",0,0
2318,"The docile and the good
",0,0
2319,"Jai appris à lenvers
",0,0
2320,"I got a message I can’t read
",0,0
2321,"I say hes mine
",0,0
2322,"I resent that I dont have a choice
",0,0
2323,"Why am I so misunder-
",0,0
2324,"Just
",0,0
2325,"I stay too long
",0,0
2326,"One Ive known so very long
",0,0
2327,"I want none of this
",0,0
2328,"It is now the witching hour
",0,0
2329,"I promise to be good
",0,0
2330,"I got something
",0,0
2331,"Obligations
",0,0
2332,"My Disease
",0,0
2333,"Freedom from hunger and thirst
",0,0
2334,"And where are you?
",0,0
2335,"Do not give into emotion
",0,0
